OrderID;DateTime;MinDateTime;MaxDateTime;Status;AuthCode;Currency
5013-12;28.02.2023 21:09;28.02.2023 21:09;01.03.2023 10:04;Оплачен;ZN104;RUB
7683-1;28.02.2023 21:18;28.02.2023 21:18;01.03.2023 13:28;Оплачен;NZ91;RUB
4107-9;28.02.2023 21:22;28.02.2023 21:22;01.03.2023 11:11;Оплачен;WQ47;RUB
5602-1;28.02.2023 22:01;28.02.2023 22:01;01.03.2023 0:34;Оплачен;LW146;RUB
1932-18;28.02.2023 22:04;28.02.2023 22:04;01.03.2023 11:04;Оплачен;FJ39;RUB
5552-11;28.02.2023 22:04;28.02.2023 22:04;01.03.2023 14:04;Оплачен;YM197;RUB
8220-18;28.02.2023 22:26;28.02.2023 22:26;01.03.2023 11:11;Оплачен;NJ65;RUB
1129-17;28.02.2023 22:36;28.02.2023 22:36;01.03.2023 11:40;Оплачен;MR23;RUB
5610-11;28.02.2023 22:42;28.02.2023 22:42;01.03.2023 6:04;Оплачен;YS154;RUB
7188-10;28.02.2023 22:50;28.02.2023 22:50;01.03.2023 9:39;Оплачен;QK148;RUB
6183-2;28.02.2023 23:01;28.02.2023 23:01;01.03.2023 9:21;Оплачен;UO22;RUB
3894-18;28.02.2023 23:06;28.02.2023 23:06;01.03.2023 9:34;Оплачен;KN158;RUB
4793-7;28.02.2023 23:10;28.02.2023 23:10;01.03.2023 9:41;Оплачен;OT195;RUB
7984-1;28.02.2023 23:14;28.02.2023 23:14;01.03.2023 11:39;Оплачен;ZT171;RUB
7830-18;28.02.2023 23:24;28.02.2023 23:24;01.03.2023 11:11;Оплачен;FB45;RUB
6592-17;28.02.2023 23:24;28.02.2023 23:24;01.03.2023 0:34;Оплачен;CE64;RUB
4938-5;28.02.2023 23:24;28.02.2023 23:24;01.03.2023 15:04;Оплачен;BZ172;RUB
3734-13;28.02.2023 23:32;28.02.2023 23:32;01.03.2023 0:04;Оплачен;HG147;RUB
5082-16;28.02.2023 23:36;28.02.2023 23:36;01.03.2023 0:04;Оплачен;GI64;RUB
1577-14;28.02.2023 23:44;28.02.2023 23:44;01.03.2023 0:05;Оплачен;BU124;RUB
1432-3;01.03.2023 0:42;01.03.2023 0:42;01.03.2023 1:04;Оплачен;FD151;RUB
6922-16;01.03.2023 1:06;01.03.2023 1:06;01.03.2023 10:40;Оплачен;DJ147;RUB
6181-16;01.03.2023 1:08;01.03.2023 1:08;01.03.2023 2:04;Оплачен;EN65;RUB
3931-18;01.03.2023 2:30;01.03.2023 2:30;01.03.2023 11:04;Оплачен;XH23;RUB
5013-6;01.03.2023 2:35;01.03.2023 2:35;01.03.2023 12:10;Оплачен;HT43;RUB
2304-5;01.03.2023 2:37;01.03.2023 2:40;01.03.2023 10:40;Оплачен;PV114;RUB
1588-5;01.03.2023 4:08;01.03.2023 4:08;01.03.2023 9:34;Оплачен;HO59;RUB
1194-8;01.03.2023 6:04;01.03.2023 6:04;01.03.2023 11:11;Оплачен;XK146;RUB
6160-16;01.03.2023 8:07;01.03.2023 8:07;01.03.2023 8:34;Оплачен;RP15;RUB
3738-18;01.03.2023 8:18;01.03.2023 8:18;01.03.2023 11:11;Оплачен;KJ154;RUB
8032-2;01.03.2023 8:42;01.03.2023 8:42;01.03.2023 9:08;Оплачен;RY152;RUB
7646-1;01.03.2023 9:03;01.03.2023 9:03;01.03.2023 22:35;Оплачен;PJ195;RUB
3422-14;01.03.2023 9:13;01.03.2023 9:13;01.03.2023 9:34;Оплачен;II154;RUB
1225-11;01.03.2023 9:26;01.03.2023 9:26;01.03.2023 11:04;Оплачен;UD125;RUB
4358-19;01.03.2023 9:29;01.03.2023 9:29;01.03.2023 12:40;Оплачен;XZ170;RUB
8335-18;01.03.2023 9:36;01.03.2023 9:36;01.03.2023 16:40;Оплачен;PP79;RUB
2441-11;01.03.2023 9:56;01.03.2023 9:56;01.03.2023 10:40;Оплачен;DF134;RUB
6450-2;01.03.2023 10:05;01.03.2023 10:05;01.03.2023 11:39;Оплачен;SN111;RUB
1649-16;01.03.2023 10:17;01.03.2023 10:17;01.03.2023 10:40;Оплачен;FK132;RUB
8615-10;01.03.2023 10:19;01.03.2023 10:19;01.03.2023 12:11;Оплачен;DP82;RUB
2557-11;01.03.2023 10:24;01.03.2023 10:24;01.03.2023 16:40;Оплачен;ST88;RUB
4314-11;01.03.2023 10:25;01.03.2023 10:25;01.03.2023 11:11;Оплачен;HK49;RUB
1687-10;01.03.2023 10:34;01.03.2023 10:34;01.03.2023 11:39;Оплачен;VJ193;RUB
6233-9;01.03.2023 10:37;01.03.2023 10:37;01.03.2023 11:05;Оплачен;TR174;RUB
7961-17;01.03.2023 10:42;01.03.2023 10:42;01.03.2023 12:04;Оплачен;RE1;RUB
1945-3;01.03.2023 10:43;01.03.2023 10:43;01.03.2023 11:08;Оплачен;PK11;RUB
5891-7;01.03.2023 10:43;01.03.2023 10:43;01.03.2023 11:08;Оплачен;DJ135;RUB
8435-16;01.03.2023 10:55;01.03.2023 10:55;01.03.2023 11:14;Оплачен;IT117;RUB
1187-10;01.03.2023 11:02;01.03.2023 11:02;01.03.2023 12:34;Оплачен;UB94;RUB
8312-8;01.03.2023 11:02;01.03.2023 11:02;01.03.2023 22:34;Оплачен;XM151;RUB
2550-10;01.03.2023 11:17;01.03.2023 11:17;01.03.2023 11:34;Оплачен;OD101;RUB
7370-16;01.03.2023 11:23;01.03.2023 11:23;01.03.2023 12:34;Оплачен;LW85;RUB
2152-16;01.03.2023 11:25;01.03.2023 11:25;01.03.2023 14:04;Оплачен;VR144;RUB
8338-5;01.03.2023 11:27;01.03.2023 11:27;01.03.2023 12:40;Оплачен;SL168;RUB
3066-16;01.03.2023 11:32;01.03.2023 11:32;01.03.2023 13:25;Оплачен;LV73;RUB
2033-12;01.03.2023 11:44;01.03.2023 11:44;01.03.2023 14:04;Оплачен;HV50;RUB
1743-3;01.03.2023 11:54;01.03.2023 11:54;01.03.2023 12:14;Оплачен;FN194;RUB
5618-4;01.03.2023 12:12;01.03.2023 12:12;01.03.2023 12:34;Оплачен;JE38;RUB
6401-20;01.03.2023 12:20;01.03.2023 12:20;01.03.2023 14:04;Оплачен;GO33;RUB
4423-1;01.03.2023 12:27;01.03.2023 12:27;01.03.2023 15:05;Оплачен;NQ16;RUB
7738-12;01.03.2023 12:33;01.03.2023 12:33;01.03.2023 12:44;Оплачен;AO10;RUB
1528-20;01.03.2023 12:35;01.03.2023 12:35;01.03.2023 14:11;Оплачен;DW56;RUB
3730-3;01.03.2023 12:39;01.03.2023 12:39;01.03.2023 14:26;Оплачен;TH137;RUB
3082-1;01.03.2023 12:43;01.03.2023 12:43;01.03.2023 13:08;Оплачен;OE29;RUB
8432-18;01.03.2023 12:59;01.03.2023 12:59;01.03.2023 13:18;Оплачен;BL18;RUB
1371-6;01.03.2023 13:04;01.03.2023 13:05;01.03.2023 13:22;Оплачен;EO111;RUB
8404-8;01.03.2023 13:07;01.03.2023 13:07;01.03.2023 15:04;Оплачен;LN15;RUB
3507-16;01.03.2023 13:09;01.03.2023 13:09;01.03.2023 13:28;Оплачен;LG155;RUB
2953-16;01.03.2023 13:49;01.03.2023 13:49;01.03.2023 14:24;Оплачен;FU483;RUB
9224-44;01.03.2023 13:51;01.03.2023 13:51;01.03.2023 15:10;Оплачен;YT873;RUB
7024-70;01.03.2023 13:52;01.03.2023 13:52;01.03.2023 19:04;Оплачен;IK506;RUB
4350-2;01.03.2023 14:06;01.03.2023 14:06;01.03.2023 15:10;Оплачен;JJ774;RUB
6682-67;01.03.2023 14:09;01.03.2023 14:09;01.03.2023 14:30;Оплачен;GE599;RUB
4281-65;01.03.2023 14:12;01.03.2023 14:12;01.03.2023 14:32;Оплачен;FI590;RUB
9639-36;01.03.2023 14:26;01.03.2023 14:26;01.03.2023 15:04;Оплачен;CI517;RUB
2026-17;01.03.2023 14:28;01.03.2023 14:29;01.03.2023 15:05;Оплачен;XB650;RUB
9657-72;01.03.2023 14:32;01.03.2023 14:32;01.03.2023 17:46;Оплачен;GW106;RUB
1932-39;01.03.2023 14:39;01.03.2023 14:39;01.03.2023 15:36;Оплачен;QP361;RUB
5412-94;01.03.2023 14:47;01.03.2023 14:47;01.03.2023 16:04;Оплачен;PV16;RUB
1043-4;01.03.2023 15:08;01.03.2023 15:08;01.03.2023 15:34;Оплачен;YN386;RUB
8271-21;01.03.2023 15:20;01.03.2023 15:20;01.03.2023 16:04;Оплачен;MI258;RUB
4756-88;01.03.2023 15:23;01.03.2023 15:23;01.03.2023 15:37;Оплачен;NL465;RUB
7287-28;01.03.2023 15:33;01.03.2023 15:33;01.03.2023 16:05;Оплачен;ME409;RUB
3034-87;01.03.2023 15:59;01.03.2023 15:59;01.03.2023 19:04;Оплачен;GR485;RUB
5470-43;01.03.2023 16:06;01.03.2023 16:06;01.03.2023 17:04;Оплачен;VP49;RUB
8562-88;01.03.2023 16:10;01.03.2023 16:10;01.03.2023 22:34;Оплачен;TR619;RUB
6271-40;01.03.2023 16:09;01.03.2023 16:10;01.03.2023 16:40;Оплачен;US977;RUB
4223-30;01.03.2023 16:19;01.03.2023 16:19;01.03.2023 16:38;Оплачен;US926;RUB
8196-74;01.03.2023 16:54;01.03.2023 16:54;01.03.2023 17:12;Оплачен;KY614;RUB
2408-30;01.03.2023 17:05;01.03.2023 17:05;01.03.2023 19:15;Оплачен;AM490;RUB
8249-88;01.03.2023 17:12;01.03.2023 17:12;01.03.2023 17:35;Оплачен;NV562;RUB
1315-26;01.03.2023 17:19;01.03.2023 17:19;01.03.2023 18:10;Оплачен;CT306;RUB
8024-94;01.03.2023 17:28;01.03.2023 17:28;01.03.2023 17:44;Оплачен;VK211;RUB
5736-65;01.03.2023 17:30;01.03.2023 17:30;01.03.2023 17:49;Оплачен;AD498;RUB
6754-36;01.03.2023 17:32;01.03.2023 17:36;01.03.2023 19:04;Оплачен;AM199;RUB
9451-77;01.03.2023 17:36;01.03.2023 17:36;01.03.2023 17:48;Оплачен;SR422;RUB
6859-29;01.03.2023 17:55;01.03.2023 17:55;01.03.2023 18:13;Оплачен;QF583;RUB
6454-59;01.03.2023 18:25;01.03.2023 18:25;01.03.2023 19:15;Оплачен;TT768;RUB
3119-39;01.03.2023 18:28;01.03.2023 18:28;01.03.2023 19:04;Оплачен;AI986;RUB
3234-68;01.03.2023 18:37;01.03.2023 18:37;01.03.2023 19:10;Оплачен;UU786;RUB
2215-24;01.03.2023 18:59;01.03.2023 18:59;01.03.2023 19:17;Оплачен;NH835;RUB
6997-64;01.03.2023 19:38;01.03.2023 19:38;01.03.2023 22:34;Оплачен;BS546;RUB
9646-7;01.03.2023 20:13;01.03.2023 20:13;01.03.2023 20:37;Оплачен;PG342;RUB
1536-97;01.03.2023 20:27;01.03.2023 20:27;01.03.2023 20:41;Оплачен;DR37;RUB
9589-76;01.03.2023 20:30;01.03.2023 20:30;01.03.2023 22:34;Оплачен;ZO986;RUB
7687-6;01.03.2023 21:03;01.03.2023 21:03;01.03.2023 21:35;Оплачен;SG409;RUB
5434-27;01.03.2023 21:18;01.03.2023 21:18;01.03.2023 22:04;Оплачен;WC607;RUB
3545-52;01.03.2023 21:33;01.03.2023 21:33;01.03.2023 22:04;Оплачен;AK830;RUB
1034-2;01.03.2023 22:00;01.03.2023 22:00;01.03.2023 23:04;Оплачен;FC746;RUB
5888-34;01.03.2023 22:08;01.03.2023 22:08;01.03.2023 22:35;Оплачен;EU34;RUB
2681-95;01.03.2023 22:11;01.03.2023 22:11;01.03.2023 22:36;Оплачен;CG723;RUB
2680-85;01.03.2023 22:21;01.03.2023 22:21;01.03.2023 22:37;Оплачен;RN797;RUB
6650-84;01.03.2023 22:21;01.03.2023 22:21;01.03.2023 22:37;Оплачен;NC681;RUB
9912-7;01.03.2023 22:34;01.03.2023 22:34;01.03.2023 23:04;Оплачен;NY419;RUB
3502-13;01.03.2023 22:50;01.03.2023 22:50;01.03.2023 23:06;Оплачен;JT166;RUB
7041-19;01.03.2023 22:52;01.03.2023 22:52;01.03.2023 23:07;Оплачен;PC255;RUB
3413-39;01.03.2023 23:18;01.03.2023 23:18;01.03.2023 23:36;Оплачен;WY495;RUB
9583-50;06.04.2022 10:57;06.04.2022 10:57;02.03.2023 16:05;Возврат средств;IO541;RUB
8821-76;08.07.2022 13:30;08.07.2022 13:30;02.03.2023 17:34;Оплачен;DS762;RUB
5265-82;13.11.2022 23:24;13.11.2022 23:24;02.03.2023 17:21;Возврат средств;QX663;RUB
9668-21;19.11.2022 17:12;19.11.2022 17:12;02.03.2023 15:53;Возврат средств;FU368;RUB
7107-55;19.11.2022 17:15;19.11.2022 17:15;02.03.2023 15:53;Возврат средств;WY657;RUB
4093-20;19.11.2022 20:09;19.11.2022 20:09;02.03.2023 13:14;Оплачен;ME808;RUB
8644-64;25.11.2022 8:37;25.11.2022 8:37;02.03.2023 13:39;Оплачен;LM294;RUB
7787-25;25.11.2022 17:30;25.11.2022 17:30;02.03.2023 13:48;Оплачен;ZZ331;RUB
1655-67;25.11.2022 17:38;25.11.2022 17:38;02.03.2023 15:35;Оплачен;AR532;RUB
4421-31;27.11.2022 10:49;27.11.2022 10:49;02.03.2023 13:40;Возврат средств;VL300;RUB
8986-32;28.11.2022 14:39;28.11.2022 14:39;02.03.2023 13:41;Возврат средств;SZ10;RUB
7282-66;29.11.2022 10:03;29.11.2022 10:03;02.03.2023 12:14;Возврат средств;LT236;RUB
4167-74;29.11.2022 10:33;29.11.2022 10:33;02.03.2023 13:43;Возврат средств;BA991;RUB
3572-32;29.11.2022 10:33;29.11.2022 10:33;02.03.2023 13:43;Возврат средств;PX753;RUB
3512-66;29.11.2022 23:59;29.11.2022 23:59;02.03.2023 12:11;Возврат средств;CL249;RUB
2491-76;30.11.2022 9:59;30.11.2022 9:59;02.03.2023 12:11;Возврат средств;DY308;RUB
1037-96;30.11.2022 16:18;30.11.2022 16:18;02.03.2023 12:04;Возврат средств;UJ987;RUB
8662-23;02.12.2022 15:36;02.12.2022 15:36;02.03.2023 13:53;Возврат средств;PP656;RUB
1181-56;02.12.2022 18:23;02.12.2022 18:23;02.03.2023 12:10;Возврат средств;VT410;RUB
4006-10;03.12.2022 2:45;03.12.2022 2:48;02.03.2023 13:15;Возврат средств;LN980;RUB
6715-27;03.12.2022 14:47;03.12.2022 14:47;02.03.2023 15:27;Оплачен;YY239;RUB
7402-38;03.12.2022 16:02;03.12.2022 16:02;02.03.2023 12:18;Оплачен;TO750;RUB
7150-63;04.12.2022 20:49;04.12.2022 20:49;02.03.2023 12:03;Оплачен;PA108;RUB
1951-87;04.12.2022 21:30;04.12.2022 21:30;02.03.2023 13:39;Возврат средств;ZO948;RUB
7953-31;04.12.2022 22:02;04.12.2022 22:02;02.03.2023 14:05;Возврат средств;KL95;RUB
2899-10;04.12.2022 22:06;04.12.2022 22:06;02.03.2023 14:43;Оплачен;GM547;RUB
3098-57;05.12.2022 11:06;05.12.2022 11:06;02.03.2023 13:53;Возврат средств;NO579;RUB
3797-57;05.12.2022 20:06;05.12.2022 20:06;02.03.2023 15:30;Оплачен;MF914;RUB
7257-91;07.12.2022 10:15;07.12.2022 10:15;02.03.2023 13:32;Возврат средств;FK928;RUB
3483-79;07.12.2022 10:19;07.12.2022 10:19;02.03.2023 13:34;Возврат средств;KS339;RUB
5253-15;07.12.2022 10:38;07.12.2022 10:38;02.03.2023 13:33;Возврат средств;RW361;RUB
6023-41;07.12.2022 10:41;07.12.2022 10:41;02.03.2023 13:31;Возврат средств;QS376;RUB
6826-11;07.12.2022 12:16;07.12.2022 12:16;02.03.2023 15:19;Возврат средств;KT297;RUB
1009-42;07.12.2022 15:18;07.12.2022 15:18;02.03.2023 13:59;Возврат средств;KU172;RUB
6963-99;07.12.2022 17:43;07.12.2022 17:43;02.03.2023 14:03;Возврат средств;CN379;RUB
3711-38;07.12.2022 20:12;07.12.2022 20:12;02.03.2023 15:15;Возврат средств;DK481;RUB
8958-45;07.12.2022 23:35;07.12.2022 23:35;02.03.2023 14:05;Возврат средств;AQ305;RUB
1152-49;08.12.2022 6:15;08.12.2022 6:15;02.03.2023 13:56;Возврат средств;HV475;RUB
2351-1;08.12.2022 6:15;08.12.2022 6:15;02.03.2023 13:56;Возврат средств;DJ925;RUB
5179-80;08.12.2022 6:15;08.12.2022 6:15;02.03.2023 13:56;Возврат средств;AH267;RUB
9647-30;08.12.2022 11:45;08.12.2022 11:45;02.03.2023 15:51;Возврат средств;PN869;RUB
4069-82;08.12.2022 11:50;08.12.2022 11:50;02.03.2023 15:52;Оплачен;CH867;RUB
3966-28;08.12.2022 14:51;08.12.2022 14:51;02.03.2023 14:34;Возврат средств;QY579;RUB
9874-98;08.12.2022 18:29;08.12.2022 18:29;02.03.2023 14:05;Возврат средств;YD615;RUB
1490-25;08.12.2022 23:37;08.12.2022 23:37;02.03.2023 14:26;Возврат средств;WE954;RUB
6861-5;09.12.2022 16:26;09.12.2022 16:26;02.03.2023 14:38;Возврат средств;PO456;RUB
2114-93;09.12.2022 18:42;09.12.2022 18:42;02.03.2023 13:59;Возврат средств;OF777;RUB
2180-36;09.12.2022 20:13;09.12.2022 20:13;02.03.2023 17:43;Возврат средств;JZ709;RUB
1936-19;09.12.2022 20:47;09.12.2022 20:47;02.03.2023 15:15;Возврат средств;ET474;RUB
1951-41;09.12.2022 21:18;09.12.2022 21:18;02.03.2023 14:37;Возврат средств;ZX695;RUB
4380-29;10.12.2022 0:22;10.12.2022 0:22;02.03.2023 13:49;Возврат средств;WU83;RUB
4100-93;11.12.2022 8:47;11.12.2022 8:47;02.03.2023 13:17;Оплачен;EP862;RUB
6661-42;11.12.2022 22:30;11.12.2022 22:30;02.03.2023 14:31;Возврат средств;IE694;RUB
9152-23;11.12.2022 22:34;11.12.2022 22:34;02.03.2023 14:33;Оплачен;DP490;RUB
9721-97;12.12.2022 15:36;12.12.2022 15:36;02.03.2023 9:55;Оплачен;TS530;RUB
9403-96;12.12.2022 16:21;12.12.2022 16:21;02.03.2023 15:20;Возврат средств;FC434;RUB
2026-45;12.12.2022 20:08;12.12.2022 20:08;02.03.2023 13:20;Оплачен;QY222;RUB
7829-42;12.12.2022 20:40;12.12.2022 20:40;02.03.2023 13:44;Оплачен;LB889;RUB
3781-39;12.12.2022 20:45;12.12.2022 20:45;02.03.2023 15:41;Возврат средств;RZ756;RUB
8096-33;12.12.2022 21:58;12.12.2022 21:58;02.03.2023 15:18;Возврат средств;CT443;RUB
2169-60;12.12.2022 23:39;12.12.2022 23:39;02.03.2023 14:02;Возврат средств;AY128;RUB
4400-8;12.12.2022 23:58;12.12.2022 23:58;02.03.2023 14:04;Возврат средств;WS699;RUB
6789-76;13.12.2022 9:32;13.12.2022 9:32;02.03.2023 14:40;Оплачен;MJ543;RUB
6750-73;13.12.2022 12:24;13.12.2022 12:24;02.03.2023 15:55;Оплачен;ER331;RUB
3848-63;13.12.2022 12:24;13.12.2022 12:24;02.03.2023 15:55;Оплачен;HN527;RUB
3958-18;13.12.2022 12:24;13.12.2022 12:24;02.03.2023 15:55;Оплачен;EX899;RUB
4622-12;13.12.2022 14:16;13.12.2022 14:16;02.03.2023 16:05;Возврат средств;MZ625;RUB
6448-24;13.12.2022 14:42;13.12.2022 14:42;02.03.2023 15:23;Оплачен;TO680;RUB
2849-36;13.12.2022 15:27;13.12.2022 15:27;02.03.2023 13:45;Оплачен;UP701;RUB
3441-82;14.12.2022 21:21;14.12.2022 21:21;02.03.2023 12:14;Оплачен;SN809;RUB
9403-59;15.12.2022 2:01;15.12.2022 2:01;02.03.2023 12:13;Оплачен;BD895;RUB
9338-86;15.12.2022 9:23;15.12.2022 9:23;02.03.2023 12:19;Возврат средств;LC604;RUB
4390-98;16.12.2022 15:09;16.12.2022 15:09;02.03.2023 11:51;Оплачен;EL101;RUB
2824-93;16.12.2022 15:09;16.12.2022 15:09;02.03.2023 11:51;Оплачен;RX742;RUB
6369-93;16.12.2022 16:39;16.12.2022 16:39;02.03.2023 14:41;Оплачен;WZ123;RUB
2799-21;19.12.2022 12:47;19.12.2022 12:47;02.03.2023 16:01;Оплачен;BA235;RUB
7789-54;19.12.2022 18:27;19.12.2022 18:27;02.03.2023 11:51;Возврат средств;QN790;RUB
3364-37;19.12.2022 22:42;19.12.2022 22:42;02.03.2023 15:16;Возврат средств;XF62;RUB
3192-32;20.12.2022 13:22;20.12.2022 13:22;02.03.2023 13:46;Оплачен;LC65;RUB
5481-5;23.12.2022 3:34;23.12.2022 3:34;02.03.2023 13:08;Возврат средств;OW738;RUB
3389-26;23.12.2022 3:34;23.12.2022 3:34;02.03.2023 13:08;Возврат средств;FW856;RUB
8988-10;26.12.2022 1:42;26.12.2022 1:42;02.03.2023 13:11;Возврат средств;LI510;RUB
9464-71;26.12.2022 1:42;26.12.2022 1:42;02.03.2023 13:11;Возврат средств;TV35;RUB
9284-9;26.12.2022 7:53;26.12.2022 7:53;02.03.2023 12:17;Возврат средств;JH197;RUB
8516-46;01.01.2023 23:28;01.01.2023 23:28;02.03.2023 11:26;Оплачен;HU128;RUB
5227-6;01.01.2023 23:28;01.01.2023 23:28;02.03.2023 11:26;Оплачен;NO832;RUB
8830-5;23.01.2023 10:55;23.01.2023 10:55;02.03.2023 11:49;Оплачен;UY704;RUB
3886-84;29.01.2023 23:02;29.01.2023 23:02;02.03.2023 12:01;Оплачен;TJ165;RUB
2338-92;19.02.2023 23:47;19.02.2023 23:47;02.03.2023 11:58;Оплачен;OL456;RUB
8949-61;23.02.2023 15:12;23.02.2023 15:12;02.03.2023 11:17;Оплачен;MP794;RUB
6727-7;23.02.2023 18:28;23.02.2023 18:28;02.03.2023 20:37;Оплачен;NJ608;RUB
4296-14;26.02.2023 23:35;26.02.2023 23:35;02.03.2023 10:50;Возврат средств;ST469;RUB
2885-65;28.02.2023 9:13;28.02.2023 9:13;02.03.2023 12:04;Оплачен;ON926;RUB
2197-68;28.02.2023 10:16;28.02.2023 10:16;02.03.2023 13:37;Оплачен;IB467;RUB
5397-78;28.02.2023 15:29;28.02.2023 15:29;02.03.2023 12:00;Оплачен;YT349;RUB
6172-55;28.02.2023 18:06;28.02.2023 18:06;02.03.2023 14:40;Оплачен;OQ557;RUB
9142-75;28.02.2023 18:36;28.02.2023 18:36;02.03.2023 14:40;Оплачен;HK755;RUB
2878-13;28.02.2023 20:23;28.02.2023 20:23;02.03.2023 14:04;Оплачен;ZL669;RUB
6509-73;28.02.2023 20:35;28.02.2023 20:35;02.03.2023 14:40;Оплачен;MU600;RUB
7297-42;28.02.2023 20:47;28.02.2023 20:47;02.03.2023 12:40;Оплачен;FT736;RUB
2894-89;28.02.2023 21:21;28.02.2023 21:21;02.03.2023 15:10;Оплачен;ST316;RUB
7660-93;28.02.2023 21:50;28.02.2023 21:50;02.03.2023 11:04;Оплачен;SR419;RUB
9268-98;28.02.2023 22:22;28.02.2023 22:22;02.03.2023 14:04;Оплачен;AP683;RUB
6719-7;28.02.2023 23:13;28.02.2023 23:13;02.03.2023 14:40;Оплачен;BI681;RUB
